run_idx,step,action,new_item,score,inventory_size,ingredients,final_reward,domain
0,0,"('morning dew', ""dragon's breath"")","(""[morning dew]-[dragon's breath]"", 35)",35,8,"[('kraken ink', 0), ('tree sap', 0), ('basilisk venom', 0), (""[morning dew]-[dragon's breath]"", 35)]",95,potions
0,1,"('filter', ""[morning dew]-[dragon's breath]"")","(""[filter]-[[morning dew]-[dragon's breath]]"", 55)",55,8,"[('kraken ink', 0), ('tree sap', 0), ('basilisk venom', 0), (""[filter]-[[morning dew]-[dragon's breath]]"", 55)]",95,potions
0,2,"('filter', 'kraken ink')","('[filter]-[kraken ink]', 20)",55,8,"[('tree sap', 0), ('basilisk venom', 0), (""[filter]-[[morning dew]-[dragon's breath]]"", 55), ('[filter]-[kraken ink]', 20)]",95,potions
0,3,"(""[filter]-[[morning dew]-[dragon's breath]]"", '[filter]-[kraken ink]')","(""[[filter]-[[morning dew]-[dragon's breath]]]-[[filter]-[kraken ink]]"", 75)",75,7,"[('tree sap', 0), ('basilisk venom', 0), (""[[filter]-[[morning dew]-[dragon's breath]]]-[[filter]-[kraken ink]]"", 75)]",95,potions
0,4,"('filter', 'basilisk venom')","('[filter]-[basilisk venom]', 20)",75,7,"[('tree sap', 0), (""[[filter]-[[morning dew]-[dragon's breath]]]-[[filter]-[kraken ink]]"", 75), ('[filter]-[basilisk venom]', 20)]",95,potions
0,5,"('vial', 'tree sap')","('[vial]-[tree sap]', 20)",75,7,"[(""[[filter]-[[morning dew]-[dragon's breath]]]-[[filter]-[kraken ink]]"", 75), ('[filter]-[basilisk venom]', 20), ('[vial]-[tree sap]', 20)]",95,potions
0,6,"('filter', '[vial]-[tree sap]')","('[filter]-[[vial]-[tree sap]]', 40)",75,7,"[(""[[filter]-[[morning dew]-[dragon's breath]]]-[[filter]-[kraken ink]]"", 75), ('[filter]-[basilisk venom]', 20), ('[filter]-[[vial]-[tree sap]]', 40)]",95,potions
0,7,"(""[[filter]-[[morning dew]-[dragon's breath]]]-[[filter]-[kraken ink]]"", '[filter]-[[vial]-[tree sap]]')","(""[[[filter]-[[morning dew]-[dragon's breath]]]-[[filter]-[kraken ink]]]-[[filter]-[[vial]-[tree sap]]]"", 95)",95,6,"[('[filter]-[basilisk venom]', 20), (""[[[filter]-[[morning dew]-[dragon's breath]]]-[[filter]-[kraken ink]]]-[[filter]-[[vial]-[tree sap]]]"", 95)]",95,potions
0,8,"('vial', '[filter]-[basilisk venom]')","('[vial]-[[filter]-[basilisk venom]]', 0)",95,6,"[(""[[[filter]-[[morning dew]-[dragon's breath]]]-[[filter]-[kraken ink]]]-[[filter]-[[vial]-[tree sap]]]"", 95), ('[vial]-[[filter]-[basilisk venom]]', 0)]",95,potions
0,9,"('filter', ""[[[filter]-[[morning dew]-[dragon's breath]]]-[[filter]-[kraken ink]]]-[[filter]-[[vial]-[tree sap]]]"")","(""[filter]-[[[[filter]-[[morning dew]-[dragon's breath]]]-[[filter]-[kraken ink]]]-[[filter]-[[vial]-[tree sap]]]]"", 95)",95,6,"[('[vial]-[[filter]-[basilisk venom]]', 0), (""[filter]-[[[[filter]-[[morning dew]-[dragon's breath]]]-[[filter]-[kraken ink]]]-[[filter]-[[vial]-[tree sap]]]]"", 95)]",95,potions
0,10,"('mortar', '[vial]-[[filter]-[basilisk venom]]')","('[mortar]-[[vial]-[[filter]-[basilisk venom]]]', -20)",95,6,"[(""[filter]-[[[[filter]-[[morning dew]-[dragon's breath]]]-[[filter]-[kraken ink]]]-[[filter]-[[vial]-[tree sap]]]]"", 95), ('[mortar]-[[vial]-[[filter]-[basilisk venom]]]', -20)]",95,potions
0,11,"('vial', '[mortar]-[[vial]-[[filter]-[basilisk venom]]]')","('[mortar]-[[vial]-[[filter]-[basilisk venom]]]', -20)",95,6,"[(""[filter]-[[[[filter]-[[morning dew]-[dragon's breath]]]-[[filter]-[kraken ink]]]-[[filter]-[[vial]-[tree sap]]]]"", 95), ('[mortar]-[[vial]-[[filter]-[basilisk venom]]]', -20)]",95,potions
0,12,"('vial', '[mortar]-[[vial]-[[filter]-[basilisk venom]]]')","('[mortar]-[[vial]-[[filter]-[basilisk venom]]]', -20)",95,6,"[(""[filter]-[[[[filter]-[[morning dew]-[dragon's breath]]]-[[filter]-[kraken ink]]]-[[filter]-[[vial]-[tree sap]]]]"", 95), ('[mortar]-[[vial]-[[filter]-[basilisk venom]]]', -20)]",95,potions
0,13,"('wand', '[mortar]-[[vial]-[[filter]-[basilisk venom]]]')","('[wand]-[[mortar]-[[vial]-[[filter]-[basilisk venom]]]]', -35)",95,6,"[(""[filter]-[[[[filter]-[[morning dew]-[dragon's breath]]]-[[filter]-[kraken ink]]]-[[filter]-[[vial]-[tree sap]]]]"", 95), ('[wand]-[[mortar]-[[vial]-[[filter]-[basilisk venom]]]]', -35)]",95,potions
0,14,"('vial', '[wand]-[[mortar]-[[vial]-[[filter]-[basilisk venom]]]]')","('[wand]-[[mortar]-[[vial]-[[filter]-[basilisk venom]]]]', -35)",95,6,"[(""[filter]-[[[[filter]-[[morning dew]-[dragon's breath]]]-[[filter]-[kraken ink]]]-[[filter]-[[vial]-[tree sap]]]]"", 95), ('[wand]-[[mortar]-[[vial]-[[filter]-[basilisk venom]]]]', -35)]",95,potions
1,0,"('honey nectar', 'frog leg')","('[honey nectar]-[frog leg]', 15)",15,8,"[('dandelion', 0), ('rose petal', 0), ('mushroom', 0), ('[honey nectar]-[frog leg]', 15)]",140,potions
1,1,"('rose petal', '[honey nectar]-[frog leg]')","('[rose petal]-[[honey nectar]-[frog leg]]', 15)",15,7,"[('dandelion', 0), ('mushroom', 0), ('[rose petal]-[[honey nectar]-[frog leg]]', 15)]",140,potions
