run_idx,step,action,new_item,score,inventory_size,ingredients,final_reward,domain
0,0,"('growth serum', 'frog')","('[growth serum]-[frog]', 15)",15,9,"[('squid', 0), ('zebra', 0), ('crab', 0), ('kangaroo', 0), ('[growth serum]-[frog]', 15)]",140,animals
0,1,"('metabolic accelerator', '[growth serum]-[frog]')","('[metabolic accelerator]-[[growth serum]-[frog]]', 35)",35,9,"[('squid', 0), ('zebra', 0), ('crab', 0), ('kangaroo', 0), ('[metabolic accelerator]-[[growth serum]-[frog]]', 35)]",140,animals
0,2,"('growth serum', '[metabolic accelerator]-[[growth serum]-[frog]]')","('[growth serum]-[[metabolic accelerator]-[[growth serum]-[frog]]]', 50)",50,9,"[('squid', 0), ('zebra', 0), ('crab', 0), ('kangaroo', 0), ('[growth serum]-[[metabolic accelerator]-[[growth serum]-[frog]]]', 50)]",140,animals
0,3,"('respiratory reconfigurer', 'squid')","('[respiratory reconfigurer]-[squid]', 0)",50,9,"[('zebra', 0), ('crab', 0), ('kangaroo', 0), ('[growth serum]-[[metabolic accelerator]-[[growth serum]-[frog]]]', 50), ('[respiratory reconfigurer]-[squid]', 0)]",140,animals
0,4,"('[growth serum]-[[metabolic accelerator]-[[growth serum]-[frog]]]', '[respiratory reconfigurer]-[squid]')","('[[respiratory reconfigurer]-[squid]]-[[growth serum]-[[metabolic accelerator]-[[growth serum]-[frog]]]]', 70)",70,8,"[('zebra', 0), ('crab', 0), ('kangaroo', 0), ('[[respiratory reconfigurer]-[squid]]-[[growth serum]-[[metabolic accelerator]-[[growth serum]-[frog]]]]', 70)]",140,animals
0,5,"('metabolic accelerator', '[[respiratory reconfigurer]-[squid]]-[[growth serum]-[[metabolic accelerator]-[[growth serum]-[frog]]]]')","('[metabolic accelerator]-[[[respiratory reconfigurer]-[squid]]-[[growth serum]-[[metabolic accelerator]-[[growth serum]-[frog]]]]]', 90)",90,8,"[('zebra', 0), ('crab', 0), ('kangaroo', 0), ('[metabolic accelerator]-[[[respiratory reconfigurer]-[squid]]-[[growth serum]-[[metabolic accelerator]-[[growth serum]-[frog]]]]]', 90)]",140,animals
0,6,"('respiratory reconfigurer', 'crab')","('[respiratory reconfigurer]-[crab]', 0)",90,8,"[('zebra', 0), ('kangaroo', 0), ('[metabolic accelerator]-[[[respiratory reconfigurer]-[squid]]-[[growth serum]-[[metabolic accelerator]-[[growth serum]-[frog]]]]]', 90), ('[respiratory reconfigurer]-[crab]', 0)]",140,animals
0,7,"('growth serum', '[metabolic accelerator]-[[[respiratory reconfigurer]-[squid]]-[[growth serum]-[[metabolic accelerator]-[[growth serum]-[frog]]]]]')","('[growth serum]-[[metabolic accelerator]-[[[respiratory reconfigurer]-[squid]]-[[growth serum]-[[metabolic accelerator]-[[growth serum]-[frog]]]]]]', 105)",105,8,"[('zebra', 0), ('kangaroo', 0), ('[respiratory reconfigurer]-[crab]', 0), ('[growth serum]-[[metabolic accelerator]-[[[respiratory reconfigurer]-[squid]]-[[growth serum]-[[metabolic accelerator]-[[growth serum]-[frog]]]]]]', 105)]",140,animals
0,8,"('metabolic accelerator', '[respiratory reconfigurer]-[crab]')","('[metabolic accelerator]-[[respiratory reconfigurer]-[crab]]', 20)",105,8,"[('zebra', 0), ('kangaroo', 0), ('[growth serum]-[[metabolic accelerator]-[[[respiratory reconfigurer]-[squid]]-[[growth serum]-[[metabolic accelerator]-[[growth serum]-[frog]]]]]]', 105), ('[metabolic accelerator]-[[respiratory reconfigurer]-[crab]]', 20)]",140,animals
0,9,"('growth serum', '[metabolic accelerator]-[[respiratory reconfigurer]-[crab]]')","('[growth serum]-[[metabolic accelerator]-[[respiratory reconfigurer]-[crab]]]', 35)",105,8,"[('zebra', 0), ('kangaroo', 0), ('[growth serum]-[[metabolic accelerator]-[[[respiratory reconfigurer]-[squid]]-[[growth serum]-[[metabolic accelerator]-[[growth serum]-[frog]]]]]]', 105), ('[growth serum]-[[metabolic accelerator]-[[respiratory reconfigurer]-[crab]]]', 35)]",140,animals
