run_idx,step,action,new_item,score,inventory_size,inventory,final_reward,domain
0,0,"('lettuce', 'raw fish')","CombinedItem(name='[lettuce]-[raw fish]', emoji='❓', value=20, features={}, description='', tool=False, ingredients=[Ingredient(name='lettuce', emoji='🥬', value=0, features={'salt_level': 0, 'cook_level': 0, 'water_level': 0, 'chop_level': 0, 'type': 'vegetable'}, description='', tool=False), Ingredient(name='raw fish', emoji='🐟', value=0, features={'salt_level': 0, 'cook_level': 0, 'water_level': 0, 'chop_level': 0, 'type': 'meat'}, description='', tool=False)])",5.0,8,"[Tool(name='water', emoji='💧', tool=True), Tool(name='knife', emoji='🔪', tool=True), Tool(name='stove', emoji='🔥', tool=True), Tool(name='salt', emoji='🧂', tool=True), CombinedItem(name='[[salt]-[pineapple]]-[[salt]-[[stove]-[[lettuce]-[raw fish]]]]', emoji='❓', value=95, features={}, description='', tool=False, ingredients=[Ingredient(name='[salt-[stove-lettuce]]', emoji='❓', value=0, features={'salt_level': 1, 'cook_level': 1, 'water_level': 0, 'chop_level': 0, 'type': 'vegetable', 'edible': True}, description='', tool=False), Ingredient(name='[salt-[stove-raw fish]]', emoji='❓', value=0, features={'salt_level': 1, 'cook_level': 1, 'water_level': 0, 'chop_level': 0, 'type': 'meat', 'edible': True}, description='', tool=False), Ingredient(name='[salt]-[pineapple]', emoji='❓', value=15, features={'salt_level': 1, 'cook_level': 0, 'water_level': 0, 'chop_level': 0, 'type': 'fruit'}, description='', tool=False)]), CombinedItem(name='[knife]-[[stove]-[[water]-[[salt]-[[stove]-[[water]-[[water]-[[[knife]-[raw meat]]-[[stove]-[butter]]]]]]]]]', emoji='❓', value=0, features={}, description='', tool=False, ingredients=[Ingredient(name='[knife-[stove-[water-[salt-[stove-[water-[water-[knife]-[raw meat]]]]]]]]', emoji='❓', value=0, features={'salt_level': 1, 'cook_level': 1, 'water_level': 1, 'chop_level': 1, 'type': 'meat', 'edible': True}, description='', tool=False), Ingredient(name='[knife-[stove-[water-[salt-[stove-[water-[water-[stove]-[butter]]]]]]]]', emoji='❓', value=0, features={'salt_level': 1, 'cook_level': 1, 'water_level': 1, 'chop_level': 0, 'type': 'eggs and dairy', 'edible': True}, description='', tool=False)])]",95,cooking
0,1,"('knife', 'raw meat')","Ingredient(name='[knife]-[raw meat]', emoji='❓', value=-10, features={'salt_level': 0, 'cook_level': 0, 'water_level': 0, 'chop_level': 1, 'type': 'meat'}, description='', tool=False)",2.5,8,"[Tool(name='water', emoji='💧', tool=True), Tool(name='knife', emoji='🔪', tool=True), Tool(name='stove', emoji='🔥', tool=True), Tool(name='salt', emoji='🧂', tool=True), CombinedItem(name='[[salt]-[pineapple]]-[[salt]-[[stove]-[[lettuce]-[raw fish]]]]', emoji='❓', value=95, features={}, description='', tool=False, ingredients=[Ingredient(name='[salt-[stove-lettuce]]', emoji='❓', value=0, features={'salt_level': 1, 'cook_level': 1, 'water_level': 0, 'chop_level': 0, 'type': 'vegetable', 'edible': True}, description='', tool=False), Ingredient(name='[salt-[stove-raw fish]]', emoji='❓', value=0, features={'salt_level': 1, 'cook_level': 1, 'water_level': 0, 'chop_level': 0, 'type': 'meat', 'edible': True}, description='', tool=False), Ingredient(name='[salt]-[pineapple]', emoji='❓', value=15, features={'salt_level': 1, 'cook_level': 0, 'water_level': 0, 'chop_level': 0, 'type': 'fruit'}, description='', tool=False)]), CombinedItem(name='[knife]-[[stove]-[[water]-[[salt]-[[stove]-[[water]-[[water]-[[[knife]-[raw meat]]-[[stove]-[butter]]]]]]]]]', emoji='❓', value=0, features={}, description='', tool=False, ingredients=[Ingredient(name='[knife-[stove-[water-[salt-[stove-[water-[water-[knife]-[raw meat]]]]]]]]', emoji='❓', value=0, features={'salt_level': 1, 'cook_level': 1, 'water_level': 1, 'chop_level': 1, 'type': 'meat', 'edible': True}, description='', tool=False), Ingredient(name='[knife-[stove-[water-[salt-[stove-[water-[water-[stove]-[butter]]]]]]]]', emoji='❓', value=0, features={'salt_level': 1, 'cook_level': 1, 'water_level': 1, 'chop_level': 0, 'type': 'eggs and dairy', 'edible': True}, description='', tool=False)])]",95,cooking
0,2,"('stove', 'butter')","Ingredient(name='[stove]-[butter]', emoji='❓', value=-10, features={'salt_level': 0, 'cook_level': 1, 'water_level': 0, 'chop_level': 0, 'type': 'eggs and dairy', 'edible': True}, description='', tool=False)",0.0,8,"[Tool(name='water', emoji='💧', tool=True), Tool(name='knife', emoji='🔪', tool=True), Tool(name='stove', emoji='🔥', tool=True), Tool(name='salt', emoji='🧂', tool=True), CombinedItem(name='[[salt]-[pineapple]]-[[salt]-[[stove]-[[lettuce]-[raw fish]]]]', emoji='❓', value=95, features={}, description='', tool=False, ingredients=[Ingredient(name='[salt-[stove-lettuce]]', emoji='❓', value=0, features={'salt_level': 1, 'cook_level': 1, 'water_level': 0, 'chop_level': 0, 'type': 'vegetable', 'edible': True}, description='', tool=False), Ingredient(name='[salt-[stove-raw fish]]', emoji='❓', value=0, features={'salt_level': 1, 'cook_level': 1, 'water_level': 0, 'chop_level': 0, 'type': 'meat', 'edible': True}, description='', tool=False), Ingredient(name='[salt]-[pineapple]', emoji='❓', value=15, features={'salt_level': 1, 'cook_level': 0, 'water_level': 0, 'chop_level': 0, 'type': 'fruit'}, description='', tool=False)]), CombinedItem(name='[knife]-[[stove]-[[water]-[[salt]-[[stove]-[[water]-[[water]-[[[knife]-[raw meat]]-[[stove]-[butter]]]]]]]]]', emoji='❓', value=0, features={}, description='', tool=False, ingredients=[Ingredient(name='[knife-[stove-[water-[salt-[stove-[water-[water-[knife]-[raw meat]]]]]]]]', emoji='❓', value=0, features={'salt_level': 1, 'cook_level': 1, 'water_level': 1, 'chop_level': 1, 'type': 'meat', 'edible': True}, description='', tool=False), Ingredient(name='[knife-[stove-[water-[salt-[stove-[water-[water-[stove]-[butter]]]]]]]]', emoji='❓', value=0, features={'salt_level': 1, 'cook_level': 1, 'water_level': 1, 'chop_level': 0, 'type': 'eggs and dairy', 'edible': True}, description='', tool=False)])]",95,cooking
0,3,"('stove', '[lettuce]-[raw fish]')","CombinedItem(name='[stove]-[[lettuce]-[raw fish]]', emoji='❓', value=30, features={}, description='', tool=False, ingredients=[Ingredient(name='[stove-lettuce]', emoji='❓', value=0, features={'salt_level': 0, 'cook_level': 1, 'water_level': 0, 'chop_level': 0, 'type': 'vegetable', 'edible': True}, description='', tool=False), Ingredient(name='[stove-raw fish]', emoji='❓', value=0, features={'salt_level': 0, 'cook_level': 1, 'water_level': 0, 'chop_level': 0, 'type': 'meat', 'edible': True}, description='', tool=False)])",2.5,8,"[Tool(name='water', emoji='💧', tool=True), Tool(name='knife', emoji='🔪', tool=True), Tool(name='stove', emoji='🔥', tool=True), Tool(name='salt', emoji='🧂', tool=True), CombinedItem(name='[[salt]-[pineapple]]-[[salt]-[[stove]-[[lettuce]-[raw fish]]]]', emoji='❓', value=95, features={}, description='', tool=False, ingredients=[Ingredient(name='[salt-[stove-lettuce]]', emoji='❓', value=0, features={'salt_level': 1, 'cook_level': 1, 'water_level': 0, 'chop_level': 0, 'type': 'vegetable', 'edible': True}, description='', tool=False), Ingredient(name='[salt-[stove-raw fish]]', emoji='❓', value=0, features={'salt_level': 1, 'cook_level': 1, 'water_level': 0, 'chop_level': 0, 'type': 'meat', 'edible': True}, description='', tool=False), Ingredient(name='[salt]-[pineapple]', emoji='❓', value=15, features={'salt_level': 1, 'cook_level': 0, 'water_level': 0, 'chop_level': 0, 'type': 'fruit'}, description='', tool=False)]), CombinedItem(name='[knife]-[[stove]-[[water]-[[salt]-[[stove]-[[water]-[[water]-[[[knife]-[raw meat]]-[[stove]-[butter]]]]]]]]]', emoji='❓', value=0, features={}, description='', tool=False, ingredients=[Ingredient(name='[knife-[stove-[water-[salt-[stove-[water-[water-[knife]-[raw meat]]]]]]]]', emoji='❓', value=0, features={'salt_level': 1, 'cook_level': 1, 'water_level': 1, 'chop_level': 1, 'type': 'meat', 'edible': True}, description='', tool=False), Ingredient(name='[knife-[stove-[water-[salt-[stove-[water-[water-[stove]-[butter]]]]]]]]', emoji='❓', value=0, features={'salt_level': 1, 'cook_level': 1, 'water_level': 1, 'chop_level': 0, 'type': 'eggs and dairy', 'edible': True}, description='', tool=False)])]",95,cooking
0,4,"('[knife]-[raw meat]', '[stove]-[butter]')","CombinedItem(name='[[knife]-[raw meat]]-[[stove]-[butter]]', emoji='❓', value=0, features={}, description='', tool=False, ingredients=[Ingredient(name='[knife]-[raw meat]', emoji='❓', value=-10, features={'salt_level': 0, 'cook_level': 0, 'water_level': 0, 'chop_level': 1, 'type': 'meat'}, description='', tool=False), Ingredient(name='[stove]-[butter]', emoji='❓', value=-10, features={'salt_level': 0, 'cook_level': 1, 'water_level': 0, 'chop_level': 0, 'type': 'eggs and dairy', 'edible': True}, description='', tool=False)])",10.0,7,"[Tool(name='water', emoji='💧', tool=True), Tool(name='knife', emoji='🔪', tool=True), Tool(name='stove', emoji='🔥', tool=True), Tool(name='salt', emoji='🧂', tool=True), CombinedItem(name='[[salt]-[pineapple]]-[[salt]-[[stove]-[[lettuce]-[raw fish]]]]', emoji='❓', value=95, features={}, description='', tool=False, ingredients=[Ingredient(name='[salt-[stove-lettuce]]', emoji='❓', value=0, features={'salt_level': 1, 'cook_level': 1, 'water_level': 0, 'chop_level': 0, 'type': 'vegetable', 'edible': True}, description='', tool=False), Ingredient(name='[salt-[stove-raw fish]]', emoji='❓', value=0, features={'salt_level': 1, 'cook_level': 1, 'water_level': 0, 'chop_level': 0, 'type': 'meat', 'edible': True}, description='', tool=False), Ingredient(name='[salt]-[pineapple]', emoji='❓', value=15, features={'salt_level': 1, 'cook_level': 0, 'water_level': 0, 'chop_level': 0, 'type': 'fruit'}, description='', tool=False)]), CombinedItem(name='[knife]-[[stove]-[[water]-[[salt]-[[stove]-[[water]-[[water]-[[[knife]-[raw meat]]-[[stove]-[butter]]]]]]]]]', emoji='❓', value=0, features={}, description='', tool=False, ingredients=[Ingredient(name='[knife-[stove-[water-[salt-[stove-[water-[water-[knife]-[raw meat]]]]]]]]', emoji='❓', value=0, features={'salt_level': 1, 'cook_level': 1, 'water_level': 1, 'chop_level': 1, 'type': 'meat', 'edible': True}, description='', tool=False), Ingredient(name='[knife-[stove-[water-[salt-[stove-[water-[water-[stove]-[butter]]]]]]]]', emoji='❓', value=0, features={'salt_level': 1, 'cook_level': 1, 'water_level': 1, 'chop_level': 0, 'type': 'eggs and dairy', 'edible': True}, description='', tool=False)])]",95,cooking
0,5,"('water', '[[knife]-[raw meat]]-[[stove]-[butter]]')","CombinedItem(name='[water]-[[[knife]-[raw meat]]-[[stove]-[butter]]]', emoji='❓', value=-10, features={}, description='', tool=False, ingredients=[Ingredient(name='[water-[knife]-[raw meat]]', emoji='❓', value=0, features={'salt_level': 0, 'cook_level': 0, 'water_level': 1, 'chop_level': 1, 'type': 'meat'}, description='', tool=False), Ingredient(name='[water-[stove]-[butter]]', emoji='❓', value=0, features={'salt_level': 0, 'cook_level': 0, 'water_level': 1, 'chop_level': 0, 'type': 'eggs and dairy', 'edible': True}, description='', tool=False)])",6.666666666666667,7,"[Tool(name='water', emoji='💧', tool=True), Tool(name='knife', emoji='🔪', tool=True), Tool(name='stove', emoji='🔥', tool=True), Tool(name='salt', emoji='🧂', tool=True), CombinedItem(name='[[salt]-[pineapple]]-[[salt]-[[stove]-[[lettuce]-[raw fish]]]]', emoji='❓', value=95, features={}, description='', tool=False, ingredients=[Ingredient(name='[salt-[stove-lettuce]]', emoji='❓', value=0, features={'salt_level': 1, 'cook_level': 1, 'water_level': 0, 'chop_level': 0, 'type': 'vegetable', 'edible': True}, description='', tool=False), Ingredient(name='[salt-[stove-raw fish]]', emoji='❓', value=0, features={'salt_level': 1, 'cook_level': 1, 'water_level': 0, 'chop_level': 0, 'type': 'meat', 'edible': True}, description='', tool=False), Ingredient(name='[salt]-[pineapple]', emoji='❓', value=15, features={'salt_level': 1, 'cook_level': 0, 'water_level': 0, 'chop_level': 0, 'type': 'fruit'}, description='', tool=False)]), CombinedItem(name='[knife]-[[stove]-[[water]-[[salt]-[[stove]-[[water]-[[water]-[[[knife]-[raw meat]]-[[stove]-[butter]]]]]]]]]', emoji='❓', value=0, features={}, description='', tool=False, ingredients=[Ingredient(name='[knife-[stove-[water-[salt-[stove-[water-[water-[knife]-[raw meat]]]]]]]]', emoji='❓', value=0, features={'salt_level': 1, 'cook_level': 1, 'water_level': 1, 'chop_level': 1, 'type': 'meat', 'edible': True}, description='', tool=False), Ingredient(name='[knife-[stove-[water-[salt-[stove-[water-[water-[stove]-[butter]]]]]]]]', emoji='❓', value=0, features={'salt_level': 1, 'cook_level': 1, 'water_level': 1, 'chop_level': 0, 'type': 'eggs and dairy', 'edible': True}, description='', tool=False)])]",95,cooking
0,6,"('salt', 'pineapple')","Ingredient(name='[salt]-[pineapple]', emoji='❓', value=15, features={'salt_level': 1, 'cook_level': 0, 'water_level': 0, 'chop_level': 0, 'type': 'fruit'}, description='', tool=False)",11.666666666666666,7,"[Tool(name='water', emoji='💧', tool=True), Tool(name='knife', emoji='🔪', tool=True), Tool(name='stove', emoji='🔥', tool=True), Tool(name='salt', emoji='🧂', tool=True), CombinedItem(name='[[salt]-[pineapple]]-[[salt]-[[stove]-[[lettuce]-[raw fish]]]]', emoji='❓', value=95, features={}, description='', tool=False, ingredients=[Ingredient(name='[salt-[stove-lettuce]]', emoji='❓', value=0, features={'salt_level': 1, 'cook_level': 1, 'water_level': 0, 'chop_level': 0, 'type': 'vegetable', 'edible': True}, description='', tool=False), Ingredient(name='[salt-[stove-raw fish]]', emoji='❓', value=0, features={'salt_level': 1, 'cook_level': 1, 'water_level': 0, 'chop_level': 0, 'type': 'meat', 'edible': True}, description='', tool=False), Ingredient(name='[salt]-[pineapple]', emoji='❓', value=15, features={'salt_level': 1, 'cook_level': 0, 'water_level': 0, 'chop_level': 0, 'type': 'fruit'}, description='', tool=False)]), CombinedItem(name='[knife]-[[stove]-[[water]-[[salt]-[[stove]-[[water]-[[water]-[[[knife]-[raw meat]]-[[stove]-[butter]]]]]]]]]', emoji='❓', value=0, features={}, description='', tool=False, ingredients=[Ingredient(name='[knife-[stove-[water-[salt-[stove-[water-[water-[knife]-[raw meat]]]]]]]]', emoji='❓', value=0, features={'salt_level': 1, 'cook_level': 1, 'water_level': 1, 'chop_level': 1, 'type': 'meat', 'edible': True}, description='', tool=False), Ingredient(name='[knife-[stove-[water-[salt-[stove-[water-[water-[stove]-[butter]]]]]]]]', emoji='❓', value=0, features={'salt_level': 1, 'cook_level': 1, 'water_level': 1, 'chop_level': 0, 'type': 'eggs and dairy', 'edible': True}, description='', tool=False)])]",95,cooking
0,7,"('salt', '[stove]-[[lettuce]-[raw fish]]')","CombinedItem(name='[salt]-[[stove]-[[lettuce]-[raw fish]]]', emoji='❓', value=60, features={}, description='', tool=False, ingredients=[Ingredient(name='[salt-[stove-lettuce]]', emoji='❓', value=0, features={'salt_level': 1, 'cook_level': 1, 'water_level': 0, 'chop_level': 0, 'type': 'vegetable', 'edible': True}, description='', tool=False), Ingredient(name='[salt-[stove-raw fish]]', emoji='❓', value=0, features={'salt_level': 1, 'cook_level': 1, 'water_level': 0, 'chop_level': 0, 'type': 'meat', 'edible': True}, description='', tool=False)])",21.666666666666668,7,"[Tool(name='water', emoji='💧', tool=True), Tool(name='knife', emoji='🔪', tool=True), Tool(name='stove', emoji='🔥', tool=True), Tool(name='salt', emoji='🧂', tool=True), CombinedItem(name='[[salt]-[pineapple]]-[[salt]-[[stove]-[[lettuce]-[raw fish]]]]', emoji='❓', value=95, features={}, description='', tool=False, ingredients=[Ingredient(name='[salt-[stove-lettuce]]', emoji='❓', value=0, features={'salt_level': 1, 'cook_level': 1, 'water_level': 0, 'chop_level': 0, 'type': 'vegetable', 'edible': True}, description='', tool=False), Ingredient(name='[salt-[stove-raw fish]]', emoji='❓', value=0, features={'salt_level': 1, 'cook_level': 1, 'water_level': 0, 'chop_level': 0, 'type': 'meat', 'edible': True}, description='', tool=False), Ingredient(name='[salt]-[pineapple]', emoji='❓', value=15, features={'salt_level': 1, 'cook_level': 0, 'water_level': 0, 'chop_level': 0, 'type': 'fruit'}, description='', tool=False)]), CombinedItem(name='[knife]-[[stove]-[[water]-[[salt]-[[stove]-[[water]-[[water]-[[[knife]-[raw meat]]-[[stove]-[butter]]]]]]]]]', emoji='❓', value=0, features={}, description='', tool=False, ingredients=[Ingredient(name='[knife-[stove-[water-[salt-[stove-[water-[water-[knife]-[raw meat]]]]]]]]', emoji='❓', value=0, features={'salt_level': 1, 'cook_level': 1, 'water_level': 1, 'chop_level': 1, 'type': 'meat', 'edible': True}, description='', tool=False), Ingredient(name='[knife-[stove-[water-[salt-[stove-[water-[water-[stove]-[butter]]]]]]]]', emoji='❓', value=0, features={'salt_level': 1, 'cook_level': 1, 'water_level': 1, 'chop_level': 0, 'type': 'eggs and dairy', 'edible': True}, description='', tool=False)])]",95,cooking
0,8,"('water', '[water]-[[[knife]-[raw meat]]-[[stove]-[butter]]]')","CombinedItem(name='[water]-[[water]-[[[knife]-[raw meat]]-[[stove]-[butter]]]]', emoji='❓', value=-10, features={}, description='', tool=False, ingredients=[Ingredient(name='[water-[water-[knife]-[raw meat]]]', emoji='❓', value=0, features={'salt_level': 0, 'cook_level': 0, 'water_level': 1, 'chop_level': 1, 'type': 'meat'}, description='', tool=False), Ingredient(name='[water-[water-[stove]-[butter]]]', emoji='❓', value=0, features={'salt_level': 0, 'cook_level': 0, 'water_level': 1, 'chop_level': 0, 'type': 'eggs and dairy', 'edible': True}, description='', tool=False)])",21.666666666666668,7,"[Tool(name='water', emoji='💧', tool=True), Tool(name='knife', emoji='🔪', tool=True), Tool(name='stove', emoji='🔥', tool=True), Tool(name='salt', emoji='🧂', tool=True), CombinedItem(name='[[salt]-[pineapple]]-[[salt]-[[stove]-[[lettuce]-[raw fish]]]]', emoji='❓', value=95, features={}, description='', tool=False, ingredients=[Ingredient(name='[salt-[stove-lettuce]]', emoji='❓', value=0, features={'salt_level': 1, 'cook_level': 1, 'water_level': 0, 'chop_level': 0, 'type': 'vegetable', 'edible': True}, description='', tool=False), Ingredient(name='[salt-[stove-raw fish]]', emoji='❓', value=0, features={'salt_level': 1, 'cook_level': 1, 'water_level': 0, 'chop_level': 0, 'type': 'meat', 'edible': True}, description='', tool=False), Ingredient(name='[salt]-[pineapple]', emoji='❓', value=15, features={'salt_level': 1, 'cook_level': 0, 'water_level': 0, 'chop_level': 0, 'type': 'fruit'}, description='', tool=False)]), CombinedItem(name='[knife]-[[stove]-[[water]-[[salt]-[[stove]-[[water]-[[water]-[[[knife]-[raw meat]]-[[stove]-[butter]]]]]]]]]', emoji='❓', value=0, features={}, description='', tool=False, ingredients=[Ingredient(name='[knife-[stove-[water-[salt-[stove-[water-[water-[knife]-[raw meat]]]]]]]]', emoji='❓', value=0, features={'salt_level': 1, 'cook_level': 1, 'water_level': 1, 'chop_level': 1, 'type': 'meat', 'edible': True}, description='', tool=False), Ingredient(name='[knife-[stove-[water-[salt-[stove-[water-[water-[stove]-[butter]]]]]]]]', emoji='❓', value=0, features={'salt_level': 1, 'cook_level': 1, 'water_level': 1, 'chop_level': 0, 'type': 'eggs and dairy', 'edible': True}, description='', tool=False)])]",95,cooking
0,9,"('[salt]-[pineapple]', '[salt]-[[stove]-[[lettuce]-[raw fish]]]')","CombinedItem(name='[[salt]-[pineapple]]-[[salt]-[[stove]-[[lettuce]-[raw fish]]]]', emoji='❓', value=95, features={}, description='', tool=False, ingredients=[Ingredient(name='[salt-[stove-lettuce]]', emoji='❓', value=0, features={'salt_level': 1, 'cook_level': 1, 'water_level': 0, 'chop_level': 0, 'type': 'vegetable', 'edible': True}, description='', tool=False), Ingredient(name='[salt-[stove-raw fish]]', emoji='❓', value=0, features={'salt_level': 1, 'cook_level': 1, 'water_level': 0, 'chop_level': 0, 'type': 'meat', 'edible': True}, description='', tool=False), Ingredient(name='[salt]-[pineapple]', emoji='❓', value=15, features={'salt_level': 1, 'cook_level': 0, 'water_level': 0, 'chop_level': 0, 'type': 'fruit'}, description='', tool=False)])",42.5,6,"[Tool(name='water', emoji='💧', tool=True), Tool(name='knife', emoji='🔪', tool=True), Tool(name='stove', emoji='🔥', tool=True), Tool(name='salt', emoji='🧂', tool=True), CombinedItem(name='[[salt]-[pineapple]]-[[salt]-[[stove]-[[lettuce]-[raw fish]]]]', emoji='❓', value=95, features={}, description='', tool=False, ingredients=[Ingredient(name='[salt-[stove-lettuce]]', emoji='❓', value=0, features={'salt_level': 1, 'cook_level': 1, 'water_level': 0, 'chop_level': 0, 'type': 'vegetable', 'edible': True}, description='', tool=False), Ingredient(name='[salt-[stove-raw fish]]', emoji='❓', value=0, features={'salt_level': 1, 'cook_level': 1, 'water_level': 0, 'chop_level': 0, 'type': 'meat', 'edible': True}, description='', tool=False), Ingredient(name='[salt]-[pineapple]', emoji='❓', value=15, features={'salt_level': 1, 'cook_level': 0, 'water_level': 0, 'chop_level': 0, 'type': 'fruit'}, description='', tool=False)]), CombinedItem(name='[knife]-[[stove]-[[water]-[[salt]-[[stove]-[[water]-[[water]-[[[knife]-[raw meat]]-[[stove]-[butter]]]]]]]]]', emoji='❓', value=0, features={}, description='', tool=False, ingredients=[Ingredient(name='[knife-[stove-[water-[salt-[stove-[water-[water-[knife]-[raw meat]]]]]]]]', emoji='❓', value=0, features={'salt_level': 1, 'cook_level': 1, 'water_level': 1, 'chop_level': 1, 'type': 'meat', 'edible': True}, description='', tool=False), Ingredient(name='[knife-[stove-[water-[salt-[stove-[water-[water-[stove]-[butter]]]]]]]]', emoji='❓', value=0, features={'salt_level': 1, 'cook_level': 1, 'water_level': 1, 'chop_level': 0, 'type': 'eggs and dairy', 'edible': True}, description='', tool=False)])]",95,cooking
